시도,시군구,업태,주메뉴,업소명,주소,전화번호 
경남,창원시,한식,감자탕,감자꽃피는감자탕,마산회원구 율림교로 6  (양덕동),055-293-6660
경남,창원시,한식,생선회,강변횟집,마산회원구 석전동16길 25  (석전동),055-296-4444
경남,창원시,한식,보쌈,개성할머니보쌈,마산회원구 양덕로 191  (석전동),055-255-0255
경남,창원시,한식,오리,거창가든,마산회원구 송평로 170,055-231-5016
경남,창원시,한식,고기류,고령한우식육식당,마산회원구 3·15대로 490  (회원동),055-222-6936
경남,창원시,한식,갈비,고인돌,마산회원구 합성옛길 309  (합성동),055-297-9070
경남,창원시,한식,굴국밥,굴마을낙지촌 양덕점,"마산회원구 양덕옛2길 107  (석전동, 신우주상조합 104호)",055-292-5331
경남,창원시,한식,복국,금강생복집마을,마산회원구 내서읍 호원로 385-1,055-231-8427
경남,창원시,분식,칼국수,남촌칼국수,마산회원구 내서읍 삼계본동3길 65 ,055-231-5418
경남,창원시,한식,갈비,일용횟집,마산회원구 양덕남5길 12  (양덕동),055-298-3708
경남,창원시,한식,갈비,독불장군,마산회원구 내서읍 호계본동로 17-2 ,055-232-3392
경남,창원시,한식,숯불갈비,마굿들식당,마산회원구 석전동5길 46  (석전동),055-299-4928
경남,창원시,한식,삼계탕,마당있는집,마산회원구 합성옛길 238  (합성동),055-298-6351
경남,창원시,한식,돼지국밥,돈사골매실국밥,마산회원구 북성로 105  (회원동),055-253-7660
경남,창원시,한식,고기류,봄내음멸치쌈밥,"마산회원구 양덕옛2길 107  (석전동, 신우복합상가 101호)  ",055-607-6700
경남,창원시,한식,오리,부영가든,마산회원구 내서읍 구미길 26-49 ,055-231-8185
경남,창원시,한식,삼겹살,서마지기,마산회원구 내서읍 삼계3길 39-2 ,055-231-3236
경남,창원시,한식,생선회,소나무식당,마산회원구 석전동16길 32  (석전동),055-256-1696
경남,창원시,한식,갈비살,소벌민물장어,마산회원구 내서읍 호계본동로 66 ((지상1층)),055-232-3636
경남,창원시,한식,쌈밥,아구마을,마산회원구 합성서7길 15  (합성동),055-295-0629
경남,창원시,한식,"등심,갈비살",약수터가든,마산회원구 회성서1길 11  (회성동),055-232-9008
경남,창원시,한식,해장국,양평해장국(해정각),마산회원구 내서읍 삼계3길 39-4,055-232-4128
경남,창원시,한식,동태찌개,오감만족동태찌개,"마산회원구 팔용로 76  (합성동, 한일타운)",055-295-1124
경남,창원시,한식,오리양념불고기,맛있는 생오리,마산회원구 3·15대로 650  (석전동) ,055-252-5279
경남,창원시,한식,오리,오리이야기,마산회원구 합성남8길 2  (합성동) ,055-299-5253
경남,창원시,한식,"수육,탕류",옥필가,마산회원구 구암남12길 31  (구암동),055-292-4158
경남,창원시,분식,해물칼국수,왕창이해물칼국수,마산회원구 3·15대로 740  (합성동),055-294-9015
경남,창원시,한식,"꽃등심,갈비살",우람한우마을,마산회원구 내서읍 안성로 39 ,055-232-2556
경남,창원시,한식,"등심,갈비살",우장군식육식당,마산회원구 내서읍 광려천북로 198-2 ,055-232-8809
경남,창원시,한식,낙지볶음,원조할매낙지,마산회원구 마산역광장로 32  (석전동),055-255-6788
경남,창원시,한식,감자탕,이바돔감자탕 호계점,마산회원구 내서읍 호계본동로 17-2 ,055-231-9321
경남,창원시,한식,감자탕,삼계촌놈고기집,마산회원구 내서읍 삼계3길 13 ,055-231-4633
경남,창원시,한식,"훈제요리(삼겹,오리,소)",자작나무(삼계점),마산회원구 내서읍 경남대로 816 ,055-232-0392
경남,창원시,한식,숯불갈비,장원,마산회원구 양덕로 83  (양덕동),055-296-9733
경남,창원시,한식,고기류,정가네한우고집,마산회원구 양덕북17길 11  (양덕동) ,055-292-7833
경남,창원시,한식,삼겹살,정우농장생고기,마산회원구 석전동15길 28  (석전동) ,055-257-4951
경남,창원시,한식,소고기,㈜한울맘직영점,마산회원구 봉암공단로 42,055-255-0965
경남,창원시,한식,삼계탕,진고려삼계탕,마산회원구 내서읍 중리상곡로 98  ,055-232-4667
경남,창원시,한식,삼계탕,진고려삼계탕양덕점,마산회원구 양덕로 163  (양덕동) ,055-266-3561
경남,창원시,한식,갈비,참고을숯불갈비,마산회원구 양덕서8길 14  (석전동) ,055-279-1234
경남,창원시,한식,돼지갈비,천하일품,마산회원구 내서읍 광려천북로 198-2  ,055-232-9023
경남,창원시,한식,게장,천하한우,마산회원구 양덕로 109-1  (양덕동) ,055-256-3377
경남,창원시,한식,생선회,키다리횟집,마산회원구 석전동16길 27  (석전동) ,055-299-3849
경남,창원시,한식,감자탕,윤가네고기집,마산회원구 북성로 144  (회원동) ,055-248-5551
경남,창원시,한식,감자탕,통뼈감자탕석전점,"마산회원구 양덕옛2길 107  (석전동, 신우주상 103호) ",055-252-8890
경남,창원시,한식,석쇠정식,한 효 정,마산회원구 회원동3길 15  (회원동) ,055-244-8713
경남,창원시,한식,삼계탕,한방삼계탕,마산회원구 합성남8길 19  (합성동) ,055-299-0556
경남,창원시,한식,생선회,해신횟집,마산회원구 내서읍 광려천동로 6 (삼보빌딩101호),055-232-1369
경남,창원시,한식,"소고기, 갈비탕",고구려,마산회원구 두척동 455,055-232-6700
경남,창원시,한식,해물보쌈,느티나무,마산회원구 내서읍 호원로199-1,055-281-3008
경남,창원시,한식,국밥,소문난밀양돼지국밥, 마산회원구 회원동서로 11-1 (회원동),055-248-3134
경남,창원시,중식,"짜장, 짬뽕",로키마산아라랑호텔굿모닝차이나,마산회원구 마산역광장로 24,055-253-6963
경남,창원시,한식,샤브샤브,푸르미월남쌈샐러드,"마산회원구 3·15대로 744, 201호 (합성동)",055-251-7177
경남,창원시,한식,"칼국수, 해물탕",섬마을,진해구 자은동 956-1번지 1층,055-542-1020
경남,창원시,한식,"샤브샤브(한우, 닭고기, 산청흙돼지, 갈매기조개)",이코이,진해구 충장로657번길 40(장천동),055-543-0038
경남,창원시,한식,생고기,갈비도사,진해구 중원동로 60,055-544-9254
경남,창원시,한식,생고기,경주골,진해구 가주로 99,055-551-2100
경남,창원시,한식,곱창전골,곱창전문곱돌이,진해구 진해대로874번길 6-2,055-544-7080
경남,창원시,한식,샤브샤브,꽃마름샤브진해석동점,진해구 진해대로 765,055-547-6666
경남,창원시,한식,돼지국밥,원조소문난밀양돼지국밥,진해구 진해대로901번길,055-541-2552
경남,창원시,한식,부대찌개,놀부부대찌개,진해구 중원로 87,055-542-6898
경남,창원시,한식,한우,담배집,진해구 진해대로1033번길 5,055-544-9901
경남,창원시,한식,생태탕,대복식당,진해구 용재로103번길 9,055-551-2700
경남,창원시,한식,고기류,돈우명가,진해구 중원동로 38 데시앙상가 103호,055-544-6400
경남,창원시,한식,"생선회,가오리조림",동방횟집,진해구 해원로 20,055-545-0409
경남,창원시,한식,냉면,동심,진해구 충장로442번길 6,055-546-0900
경남,창원시,한식,단호박오리구이,마당있는집,진해구 냉천로 149-7,055-544-6789
경남,창원시,한식,돼지갈비,목우언덕,진해구 청안로 60,055-551-9220
경남,창원시,한식,생선구이,못대,진해구 석동로59번길 6-9,055-544-3777
경남,창원시,한식,낙지,무교동낙지(용원점),진해구 만금로 19,055-552-6800
경남,창원시,한식,생선회,미락정,진해구 속천로 9 (제황산동),055-546-4750
경남,창원시,한식,복요리,미락정복집,진해구 용원로102번길 9-1,055-552-0028
경남,창원시,한식,생선회,발해,진해구 진해대로 917,055-551-8866
경남,창원시,한식,갈비,백우숯불갈비,진해구 백구로 38-1,055-545-3475
경남,창원시,한식,산채비빔밥,산채한정식,진해구 석동로59번길 16,055-543-7966
경남,창원시,한식,정식코스,청아한,진해구 천자로 419,055-544-9339
경남,창원시,한식,족발,삼도왕족발보쌈,진해구 중원동로 84,055-545-8747
경남,창원시,한식,정식,석동골,진해구 석동로59번길 21,055-544-9700
경남,창원시,한식,갈비,석청,진해구 이동로40번길 24,055-551-9696
경남,창원시,한식,생선회,소나무집,진해구 자은로40번길 18-1,055-552-3068
경남,창원시,한식,낙지전골,소죽도갯마을산낙지마당,진해구 충장로426번길 8,055-544-3030
경남,창원시,한식,갈비,송원왕갈비,진해구 용원동로 310,055-552-1381
경남,창원시,한식,"꽃게찜,게",수어지,진해구 동진로 55,055-542-1930
경남,창원시,한식,삼겹살,숯불한판석동점,진해구 석동로59번길 8,055-552-9558
경남,창원시,한식,백숙,시루봉가든,진해구 자은로88번길 5,055-545-5388
경남,창원시,한식,아구해물찜,신라아구찜,진해구 진해대로874번길,055-543-5558
경남,창원시,한식,"회,매운탕",어풍수산,진해구 진희로 19,055-542-2991
경남,창원시,한식,곰탕,용원꼬리곰탕,진해구 안골로277번길 11,055-551-2827
경남,창원시,한식,"소,돼지숯불구이",수제국수,진해구 진해대로975번길 7-7,055-542-2200
경남,창원시,한식,돼지갈비,우송식당,진해구 진해대로902번길 6,055-551-9293
경남,창원시,한식,보쌈,원할머니보쌈진해석동점,진해구 충장로 445번길 20-1 2층(이동),055-544-5382
경남,창원시,한식,삼겹살,이가숯불갈비,진해구 풍호로 15 (여명빌라 102호),055-547-2606
경남,창원시,한식,생선회,일미초밥,진해구 백구로 13,055-545-4555
경남,창원시,한식,"구이류,국밥",임진각,진해구 진해대로970번길 9,055-543-2121
경남,창원시,중식,중식,천안문쌀짜장,진해구 태평로 103,055-551-1910
경남,창원시,한식,생선회,와비사비회센타,진해구 어은로 37,055-545-6882
경남,창원시,한식,갈비,천자봉가든,진해구 웅천로 155,055-545-9955
경남,창원시,한식,생선회,청해횟집,진해구 용원동로 238-9,055-543-8478
경남,창원시,한식,돼지갈비,팔각정,진해구 편백로7번길 3,055-542-1553
경남,창원시,한식,오리바베큐,하늘땅,진해구 진해대로728번길 7,055-541-5252
경남,창원시,한식,구이류,금화정한우랑,진해구 용재로 22,055-543-8833
경남,창원시,한식,생갈비,한우마을식육식당,진해구 진해대로979번길 27,055-552-2888
경남,창원시,한식,식육(숯불구이),토우식육식당,진해구 백구로 75(에덴상가빌라 101호),055-544-6763
경남,창원시,분식,냉면,함흥면옥,진해구 냉천로 29,055-542-1040
경남,창원시,한식,갈비,화로이참숯구이,진해구 용재로 26,055-547-1888
경남,창원시,뷔페식,뷔페,황실부페,진해구 태평로34번길 11,055-547-9000
경남,창원시,한식,초심삼겹살,초심,진해구 충장로575번길 36 (풍호동),055-547-2248
경남,창원시,한식,돼지모듬,훔친갈비진해점,"진해구 진해대로1046번길 8, 2층 (풍호동)",055-542-9233
경남,창원시,한식,매실황태불고기,현이네 황태집,"진해구 석동로59번길 39-1, 1층 (석동)",055-543-9696
경남,창원시,한식,한우구이,진해농협한우정,"진해구 진해대로776번길 28, B동 2층 (석동, 하나로마트)",055-541-5206
경남,진주시,한식,"소고기국밥, 육회비빔밥",제일식당,중앙시장길 29-2 (대안동),055-741-5591
경남,진주시,한식,"백숙, 삼계탕",진주집,판문오동길 11 (판문동),055-746-3771
경남,진주시,한식,"곰탕, 수육",육거리곰탕,"망경로 303 (강남동,1층)",055-757-6969
경남,진주시,한식,"설렁탕, 수육",서울설렁탕,남강로659번길 13-2 (본성동),055-745-6004
경남,진주시,한식,"삼계탕, 찜닭",원주특수통닭,"남강로659번길 16 (동성동,1층)",055-741-7055
경남,진주시,한식,추어탕,진명가촌남원추어탕,"솔밭로 146 (상대동,1층)",055-754-1003
경남,진주시,한식,비빔밥,천년의비빔밥,"강남로 231 (칠암동,1층)",055-762-2389
경남,진주시,한식,"냉면, 소갈비",더하우스갑을,"남강로 519 (신안동, 외1필지 갑을가든 A동 1층일부,2층일부)",055-742-9292
경남,진주시,일식,"생선회, 물회",회초랑,"강남로 163-1 (칠암동,1층)",055-753-8858
경남,진주시,분식,"김밥, 돈까스",대호김밥식당,중앙시장길 29-14 (대안동),055-741-8869
경남,진주시,분식,"만두, 돈까스",태산만두2,"촉석로186번길 8-1 (중안동,번지(2층))",055-742-0040
경남,진주시,한식,"삼계탕, 옻닭",금산그때그집식당,금산면 월아산로1929번길 4 (1층),055-761-2428
경남,진주시,한식,"냉면, 수육",사천냉면,"강남로177번길 17 (칠암동,1,2층)",055-753-3075
경남,진주시,한식,숯불갈비 ,백두숯불갈비,돗골로 139 (상대동),055-762-6653
경남,진주시,한식,한정식 ,촉석루,"천수로 301 (신안동,1,2층)",055-747-5431
경남,진주시,한식,돌솥밥,미미영양돌솥밥,"비봉로62번길 5-1 (계동,(1.2.3층))",055-741-4114
경남,진주시,한식,"돼지생갈비, 된장국수",금정참숯생갈비,"대신로231번길 8 (상대동,번지(1층))",055-757-8292
경남,진주시,한식,복요리,대복식당,"돗골로7번길 12 (상평동,1층)",055-755-9446
경남,진주시,일식,"생선회, 초밥",어원식당,진양호로532번길 14 (동성동),055-743-5876
경남,진주시,중식,중화요리,용경협,"망경로297번길 13 (강남동, 1층)",055-753-2958
경남,진주시,한식,"찌개류, 돈까스 등",두성유통(주)문산휴게소,문산읍 남해고속도로 195,055-761-2820
경남,진주시,한식,"콩나물국밥, 설렁탕",옛서울설렁탕,"돗골로 141 (상대동,1층)",055-757-5727
경남,진주시,한식,돼지갈비,수목원가든,이반성면 대천길155번길 17,055-758-1664
경남,진주시,한식,숯불갈비 ,민속삼삼숯불갈비,진성면 동부로 1355,055-754-3392
경남,진주시,중식,중화요리,만리장성,"평거로14번길 2 (평거동,2층)",055-747-6780
경남,진주시,한식,"돼지갈비, 소갈비, 갈비탕",가야숯불가든,대신로116번길 7 (상평동),055-759-1889
경남,진주시,한식,"생갈비, 돌솥비빔밥",송원한우촌,문산읍 동부로 804 (1층),055-761-9998
경남,진주시,일식,각종 회,망경횟집,망경로275번길 3-1 (망경동),055-762-2808
경남,진주시,한식,냉면,은천칡냉면,"남강로 497-2 (신안동,1층)",055-743-2030
경남,진주시,한식,"청국장, 정식",성아콩세상웰빙밥상,"진주대로920번길 11-6 (칠암동,번지(2층))",055-755-5571
경남,진주시,한식,숯불갈비 ,한림정가든,사봉면 동부로 1865 (1층),055-761-7752
경남,진주시,한식,"수육정식, 냉면",다들,"비봉로24번길 6-1 (중안동,1층)",055-748-5048
경남,진주시,한식,한정식 ,아리랑한정식,"남강로471번길 5 (신안동,1층)",055-748-4556
경남,진주시,일식,복요리,장원복집,"돗골로8번길 8 (상평동,1층)",055-762-8885
경남,진주시,한식,"소고기, 돼지고기, 오리생고기",국빈,"말티고개로 122 (하대동,1층)",055-757-5658
경남,진주시,한식,돼지갈비,황제,"모덕로96번길 8 (상대동,1층)",055-759-5303
경남,진주시,한식,돼지갈비,대성가든,진성면 동부로 1376 (나동     2층),055-758-5233
경남,진주시,한식,"불고기, 생고기정식, 생선구이정식",담소원,"비봉로58번길 9 (계동,.125(1,2층))",055-742-6396
경남,진주시,한식,"냉면, 수육",진주냉면 들말점,"평거로13번길 21-1 (평거동,1.2층)",055-745-2000
경남,진주시,한식,"갈비찜, 갈비탕",소우리,"진주대로920번길 11-2 (칠암동,1층)",055-753-7070
경남,진주시,한식,"냉면, 육전",하연옥(하대점),"대신로 383 (하대동,번지(1층))",055-758-9077
경남,진주시,중식,중화요리,야래향,"평거로13번길 25 (평거동,2층)",055-762-2389
경남,진주시,한식,삼계탕,길산토종닭,집현면 진산로 879-9 (1층),055-746-9969
경남,진주시,한식,오리요리,주원산오리본가,"순환로 502 (평거동, 1층일부)",055-746-5249
경남,진주시,한식,두루치기,이정식당,"진주대로908번길 11 (칠암동,가제 A호)",055-753-2000
경남,진주시,한식,장어구이,장어구이전문점무진장,"평거로18번길 13-12 (평거동,1층)",055-759-6677
경남,진주시,한식,"닭요리, 오리요리",대원철뚝집,내동면 내축로577번길 28-24,055-756-1616
경남,진주시,일식,"생선회, 회덮밥",선학산횟집,"선학산길57번길 5 (상대동,1층)",055-755-9399
경남,진주시,한식,한정식 ,송화한정식,도동천로 82 (상대동),055-753-4443
경남,진주시,한식,소고기요리,우가촌,"평거로10번길 16 (평거동,1층)",055-746-9566
경남,진주시,기타,밀면,가야밀면,"신평공원길7번길 11 (평거동,1층)",055-748-9787
경남,진주시,한식,"소고기, 냉면, 돌솥밥",삼가한우소리,"의병로 59 (상봉동,1층)",055-744-6692
경남,진주시,한식,삼계탕,석원,문산읍 동부로 537 (번지(1층)),055-761-3367
경남,진주시,한식,"삼겹살, 석쇠불고기",형제불고기,금산면 중천로7번길 10 (1층),055-763-7654
경남,진주시,한식,"숯불돼지갈비, 냉면",고기달인,"창렬로114번길 7 (상봉동,번지(1층~2층))",055-745-0345
경남,진주시,한식,식육,삼경한우촌,문산읍 동부로 699 (2층),055-761-5330
경남,진주시,한식,"바닷가재요리(구이, 찜)",뉴욕바닷가재,"평거로40번길 12 (평거동,1층)",055-747-2728
경남,진주시,한식,"해물탕, 낙지요리",아낙촌평거점,"새들말로 76-5 (평거동, 평거동 1018(이정근) 주건축물제1 1층)",055-742-1433
경남,진주시,한식,"삼겹살, 냉면",한빈,"평거로5번길 36 (평거동,1층)",055-741-9639
경남,진주시,한식,"돼지불고기, 소불고기",뚱보화로불고기 칠암점,강남로 107 (칠암동),055-757-2888
경남,진주시,한식,순대국밥,무봉리토종순대국,대신로 403 (초전동),055-762-8533
경남,진주시,한식,"소고기, 돼지고기 ",신우각,명석면 나불로 297 (지상 1층),055-744-3339
경남,진주시,한식,"비빔밥, 떡갈비",설야,동진로 169 (상대동),055-762-0585
경남,진주시,중식,중화요리,만성각,"호탄길 25 (호탄동,1층)",055-757-4098
경남,진주시,한식,"정식, 육류",백번간바지식당,"진양호로397번길 7 (신안동,1층)",055-747-0775
경남,진주시,한식,복요리,강변복집,"남강로491번길 9 (신안동,1층)",055-747-2116
경남,진주시,한식,염소불고기,문산제일염소불고기,문산읍 월아산로 1082 (외1필지(1.2층)),055-761-7020
경남,진주시,한식,"돼지갈비, 밀면",아라숯불갈비,"평거로223번길 4-1 (이현동,1층)",055-742-5095
경남,진주시,한식,"설렁탕, 냉면",서울설렁탕,"동진로 197 (상대동,1층)",055-757-4224
경남,진주시,중식,중화요리,상하이,"동진로 28 (칠암동, M코아빌딩 1층일부(102호,103호,104호))",055-75 -8784
경남,진주시,한식,삼계탕,개성삼계탕,금산면 월아산로1440번길 22 (번지(1.2층)),055-757-3332
경남,진주시,한식,닭요리,원주특수통닭가좌점,"진주대로 596-6 (가좌동,1층일부)",055-759-4966
경남,진주시,한식,"식육(왕갈비), 냉면",낙원왕갈비,"진양호로 489 (인사동,2층)",055-742-4093
경남,진주시,한식,일식,장성,"비봉로 14 (본성동,외1필지(1층))",055-742-3334
경남,진주시,한식,"돼지갈비, 냉면",삼가한우얼수냉면,"하대로 9 (하대동,1층)",055-755-8825
경남,진주시,한식,감자탕,조마루뼈다귀,"모덕로 282 (하대동,1층)",055-755-3993
경남,진주시,한식,"돼지갈비, 소갈비",진남정식육식당,"진주대로516번길 6 (가좌동,1층)",055-762-9020
경남,진주시,한식,식육 ,망경식육식당,"망경북길 31 (망경동,1,2층)",055-752-6940
경남,진주시,한식,"오리고시, 바비큐",옛골토성,금산면 금산로 136 (1층),055-763-5299
경남,진주시,중식,중화요리,천리향,"진주대로 1226 (봉곡동, 번지(1,2층))",055-745-5005
경남,진주시,중식,중화요리,상하이,"진주대로516번길 6-1 (가좌동,번지가자상가201호(2층일부))",055-761-8784
경남,진주시,한식,"한우생갈비, 비빔밥",우리한우,"장대로51번길 4 (수정동,번지(1층일부))",055-741-2818
경남,진주시,한식,"설렁탕, 도가니탕, 수육",서울설렁탕 경상대점,"개양로 5 (가좌동,번지(1층))",055-753-9278
경남,진주시,한식,"생선회, 생선구이",초원정,"상대로 151 (하대동,번지(1층))",055-758-0015
경남,진주시,한식,"한우, 불고기",진주축산농협한우프라자,문산읍 월아산로 1089-7 (번지(2층)),055-758-9200
경남,진주시,한식,숯불갈비 ,북한강 숯불갈비,"초장로14번길 12-13 (초전동,번지(1층))",055-758-7892
경남,진주시,중식,중화요리,동백짬뽕,"솔밭로 136 (상대동,번지(1층 일부))",055-753-1402
경남,진주시,한식,"육개장, 곰탕",강가명가(진주본점),정촌면 강주길18번길 14 (1층),055-746-4766
경남,진주시,한식,"갈비탕, 곰탕, 돼지갈비",홍제원,"남강로 1171 (상평동, 외2필지 A동 1층일부)",055-762-1092
경남,진주시,한식,생선구이 ,어미정,"진주대로879번길 18 (강남동, 1층일부)",055-756-8880
경남,진주시,한식,"돼지불고기, 소불고기",뚱보화로불고기 평거점,"남강로309번길 10-9 (평거동, 2층~5층전체)",055-748-8874
경남,진주시,뷔페식,뷔페,(주)엠비씨컨벤션진주,"동진로 415 (충무공동, 진주종합운동장일부)",055-762-0200
경남,진주시,한식,찌개류,고지원시골찌개촌,"대신로308번길 5-2 (상대동, 1층)",055-761-9292
경남,진주시,한식,"연밥정식, 수육",금채,정촌면 대축길237번길 13 (1층),055-754-0067
경남,진주시,기타,커리,아그라,"남강로309번길 52, 301호 (평거동, 다모아2빌딩 )",055-747-5005
경남,진주시,한식,"오리백숙, 오리수육",감나무집,"남강로 511-1 (신안동, 1층)",055-744-5288
경남,진주시,한식,떡갈비,장시,금산면 중천로39번길 24-8 (1층),055-752-5885
경남,진주시,일식,"생선회, 초밥",태원,"강남로 287 (강남동,번지 영창빌딩 102호(지상 1층))->초전북로39번길 5-7, 1층일부",055-761-2244
경남,진주시,한식,두루치기,두루춘풍,문산읍 월아산로1002번길 3 (1층),055-762-1924
경남,진주시,한식,냉면,진주냉면 ,"모덕로47번길 1-2 (상대동,1층)",055-758-2210
경남,진주시,한식,오리불고기,타짜오리하우스,"강남로227번길 7 (칠암동,외1필지(1,2,3층일부))",055-758-2240
경남,진주시,한식,식육,모심한우식육식당,금산면 금산순환로 61 (1층),055-753-6873
경남,통영시,한식,복어취급,호동식당,새터길 49 (서호동),055-645-3138
경남,통영시,한식,복요리,남옥식당,통영해안로 221 (서호동),055-643-2551
경남,통영시,한식,해물뚝배기,미주뚝배기,"통영해안로 227-2, 지상2층 (서호동, 외 1필지(227-3))",055-642-0742
경남,통영시,한식,한정식,자연채한정식,봉수돌샘길 122 (봉평동),055-645-3839
경남,통영시,한식,낚지요리,서울식당,통영해안로 279-6 (항남동),055-642-6893
